id,first_name,last_name,gender,DOB,LoyaltyMember,EmailList,Source
57122,Robert,Watson,M,1993-03-01,0.0,0.0,Social
57330,Thomas,Campbell,M,1975-03-07,1.0,1.0,Advertisement
57138,Valerie,Smith,F,1963-01-14,1.0,1.0,Social
57682,Michelle,Hayes,F,1990-04-14,1.0,1.0,WalkIn
57102,Charles,Rhodes,M,2004-03-28,1.0,1.0,WalkIn
57324,Brian,Woodard,M,1955-07-12,0.0,1.0,Online
57659,Matthew,Williams,M,1970-12-01,0.0,0.0,WalkIn
57661,Tracy,Johnston,F,1995-02-05,1.0,1.0,Social
57028,Brittany,Bass,F,2005-08-11,1.0,1.0,Newspaper
57762,Matthew,Bradshaw,M,2004-07-23,0.0,1.0,Online
57126,Cynthia,Hale,F,1995-08-14,1.0,1.0,Referral
57480,Christopher,Carter,M,1985-05-19,1.0,1.0,WalkIn
57569,Danielle,Hunter,F,1978-10-01,1.0,1.0,Online
57383,Bruce,Warren,M,1967-06-09,0.0,1.0,Social
57733,Christopher,Perry,M,1968-08-18,0.0,0.0,Advertisement
57378,Logan,Quinn,M,1970-12-14,1.0,1.0,WalkIn
57704,Nicolas,Patel,X,1990-10-18,1.0,1.0,Advertisement
57590,Allison,Green,F,1996-05-15,0.0,1.0,Social
57701,Joshua,Leblanc,M,1986-12-05,1.0,1.0,WalkIn
57389,Donna,Bowman,F,1960-03-23,0.0,0.0,Social
57674,Albert,Torres,M,1999-03-07,0.0,1.0,Social
57743,Shelby,Gardner,F,1990-10-30,0.0,0.0,WalkIn
57686,Randall,Stephens,M,1974-06-22,1.0,1.0,Referral
57441,Samantha,Hernandez,F,1972-09-12,0.0,0.0,Online
57722,Shane,Robinson,M,1996-05-11,0.0,0.0,WalkIn
57706,Evan,Rodgers,M,1973-04-25,0.0,1.0,Online
57166,Lisa,Frazier,F,1993-03-04,0.0,1.0,WalkIn
57038,Terry,Adams,M,1962-07-18,0.0,0.0,Online
57193,Stephen,Whitaker,M,1959-02-19,0.0,0.0,Social
57370,Mallory,Myers,F,1972-04-28,0.0,1.0,Referral
57592,Paula,Arnold,F,2002-12-02,1.0,1.0,Referral
57705,Douglas,Arnold,M,1959-07-18,1.0,0.0,Social
57745,Brittany,Warren,F,1967-09-18,1.0,1.0,Advertisement
57266,Elizabeth,Ward,F,2007-01-10,0.0,0.0,Social
57085,Olivia,Torres,F,1957-10-13,0.0,1.0,WalkIn
57678,Marc,Schmitt,M,1982-12-06,0.0,0.0,WalkIn
57713,Emily,Johnson,F,1965-05-22,1.0,1.0,Online
57698,Jose,Sanchez,M,1986-04-12,1.0,1.0,WalkIn
57672,Eugene,Howard,M,1960-09-05,1.0,1.0,WalkIn
57697,Michelle,Turner,X,1996-11-02,0.0,0.0,WalkIn
57180,James,Martinez,M,1957-06-22,1.0,0.0,Social
57471,Jamie,Taylor,F,1964-10-09,0.0,0.0,Referral
57210,Patrick,Miller,M,1983-05-10,0.0,0.0,WalkIn
57729,Emily,Fernandez,F,1955-06-25,1.0,1.0,WalkIn
57757,Vernon,King,M,1958-10-11,1.0,1.0,Referral
57734,Michelle,Hernandez,F,1957-12-09,1.0,1.0,Advertisement
57312,Terry,Wilkerson,M,2000-03-30,1.0,1.0,Social
57631,Susan,Solis,F,1978-09-23,0.0,1.0,Online
57654,Mark,Berg,M,2004-10-16,0.0,0.0,WalkIn
57516,Craig,Murphy,M,1988-12-18,0.0,0.0,Social
57670,Theresa,Hogan,F,2001-09-25,0.0,0.0,WalkIn
57058,Kimberly,Morse,F,2005-11-24,0.0,0.0,WalkIn
57628,Meghan,Johnson,F,2002-04-05,1.0,1.0,WalkIn
57751,Victoria,Lang,F,2000-08-06,1.0,0.0,WalkIn
57688,Heather,Hunt,F,1971-10-16,0.0,0.0,WalkIn
57690,John,Gray,M,1986-02-07,1.0,1.0,Online
57430,Tonya,Jones,F,1977-11-09,0.0,0.0,WalkIn
57035,Ronald,Washington,M,1982-09-01,0.0,0.0,Online
57328,Christina,Bryant,F,1958-03-21,0.0,0.0,Social
57667,Michael,Hicks,M,1985-11-12,1.0,1.0,Social
57724,Kenneth,Payne,M,1965-08-06,1.0,0.0,WalkIn
57195,Lindsay,Barrett,F,1982-07-17,0.0,1.0,Newspaper
57703,Kenneth,Bishop,M,1962-05-09,0.0,1.0,Social
57689,Robin,Black,F,1985-05-11,1.0,1.0,Online
57420,Carol,Porter,F,2005-04-18,0.0,1.0,Online
57283,Diana,Peters,F,1960-07-23,0.0,0.0,Social
57482,Lisa,Garcia,F,1996-02-17,0.0,0.0,Newspaper
57742,Sarah,Nicholson,F,2003-01-10,1.0,0.0,Online
57620,Brandon,Patterson,M,1992-01-29,1.0,1.0,Social
57360,Charles,Griffin,M,1973-11-12,1.0,0.0,Social
57728,Dylan,Johnson,M,1996-04-07,1.0,1.0,Newspaper
57050,Kimberly,Porter,F,1997-12-13,0.0,0.0,Social
57046,Michele,Clay,F,1975-06-24,0.0,0.0,WalkIn
57307,Laura,Murphy,F,2005-05-15,0.0,0.0,WalkIn
57303,George,Brown,M,1998-06-20,0.0,0.0,WalkIn
57694,John,Richards,M,1963-09-07,1.0,1.0,WalkIn
57750,Ana,Martin,F,1987-06-21,0.0,1.0,WalkIn
57066,Jessica,Vega,F,1975-05-22,1.0,1.0,Online
57445,Zachary,Gonzales,X,1979-02-10,0.0,0.0,Advertisement
57542,Brian,Ferguson,M,2006-09-12,1.0,1.0,Social
57485,Priscilla,Thomas,F,1969-11-16,0.0,0.0,WalkIn
57240,Jamie,Diaz,M,1971-01-31,1.0,1.0,WalkIn
57662,Pamela,Santos,F,1974-03-31,0.0,0.0,WalkIn
57656,Jessica,Rodriguez,F,1980-10-04,1.0,1.0,WalkIn
57708,Jennifer,Anderson,F,1982-06-07,0.0,1.0,WalkIn
57555,Jesse,Parker,M,1984-02-15,1.0,0.0,Referral
57764,Joseph,Lane,M,1976-08-27,1.0,0.0,WalkIn
57691,Tammy,Caldwell,F,1978-01-01,0.0,1.0,Online
57358,Michael,Jones,M,1964-02-13,1.0,0.0,Newspaper
57761,Richard,Roberts,M,1991-12-11,0.0,0.0,Online
57641,Caroline,Shaffer,F,1996-10-10,0.0,0.0,Newspaper
57440,Megan,Murphy,F,1976-02-07,1.0,0.0,Newspaper
57346,Renee,Rivera,F,1961-07-14,0.0,0.0,Online
57718,Ryan,Taylor,M,1979-06-28,0.0,0.0,Social
57566,James,Huber,M,1995-04-20,1.0,1.0,Newspaper
57746,Kevin,Hicks,M,1969-11-19,0.0,0.0,Referral
57710,Kevin,Pierce,M,1996-12-21,0.0,0.0,WalkIn
57172,Patricia,Deleon,F,1994-12-09,0.0,0.0,Social
57741,Kimberly,Bond,X,1958-01-18,0.0,0.0,WalkIn
57646,Christopher,Wu,M,1956-11-29,0.0,0.0,Advertisement
57047,Robert,Ward,M,1981-01-31,0.0,0.0,WalkIn
57598,Ellen,Meyer,F,1965-08-30,1.0,1.0,Online
57117,Kimberly,Ortiz,F,2006-04-14,0.0,0.0,WalkIn
57666,Heather,Werner,F,1985-06-27,1.0,1.0,WalkIn
57658,Eric,Thompson,M,1965-09-02,0.0,1.0,Social
57671,Tina,Anderson,X,1976-05-22,0.0,0.0,Referral
57113,Kimberly,Watkins,F,2000-10-08,0.0,0.0,Newspaper
57455,Kathleen,Fernandez,F,1998-11-22,0.0,0.0,Social
57755,Robert,Madden,M,1959-08-21,1.0,1.0,WalkIn
57747,Antonio,Finley,M,2003-03-19,1.0,1.0,Advertisement
57738,Pamela,Bartlett,F,1970-03-12,1.0,0.0,Social
57143,Debra,Oneal,F,1972-03-22,1.0,1.0,Online
57655,Brittany,Brown,F,1963-10-28,0.0,1.0,WalkIn
57077,Robin,Ramirez,F,1964-07-25,0.0,0.0,WalkIn
57712,Christina,Harris,F,1961-08-17,1.0,1.0,WalkIn
57759,Cory,Williams,M,1990-09-21,0.0,1.0,WalkIn
57242,David,Randolph,M,1990-07-01,0.0,1.0,Online
57665,Alexander,Pratt,M,1986-07-05,0.0,0.0,Social
57749,Charles,Valdez,M,1985-11-09,1.0,1.0,WalkIn
57731,Michael,Scott,M,1978-01-31,1.0,1.0,Advertisement
57660,Christine,Donovan,F,1967-11-24,0.0,0.0,Referral
57681,Kevin,Schmidt,M,1957-10-02,0.0,0.0,Advertisement
57292,Zachary,Richards,M,1993-09-02,0.0,1.0,Online
57736,Chad,Mosley,M,1979-05-20,1.0,1.0,Social
57575,Melissa,Williams,F,1988-06-11,1.0,1.0,Online
57676,Michelle,Gonzalez,F,1989-01-14,0.0,0.0,Social
57663,Sandra,Perez,F,1984-01-29,0.0,0.0,WalkIn
57730,Christopher,Smith,M,1988-10-25,0.0,0.0,Social
57763,Robert,Johnson,M,1980-05-11,1.0,0.0,Advertisement
57707,Susan,Roberts,F,1968-07-28,0.0,0.0,WalkIn
57737,Travis,Jones,M,2004-01-25,0.0,1.0,WalkIn
57726,Anthony,Stanton,M,1978-04-17,1.0,1.0,WalkIn
57616,Andrew,Hull,M,2000-09-03,0.0,0.0,Referral
57037,Michael,Patrick,M,1972-09-15,0.0,1.0,WalkIn
57510,Darren,Ramirez,M,1959-03-02,0.0,0.0,Online
57135,Amy,Frazier,F,1959-06-12,1.0,1.0,WalkIn
57226,Eric,Hill,M,1985-02-22,1.0,0.0,Online
57702,Zachary,Weber,M,1966-04-23,0.0,1.0,Newspaper
57087,Marissa,Shepherd,F,1981-04-17,0.0,1.0,Newspaper
57323,John,Williams,M,1956-04-04,1.0,1.0,Online
57227,Carlos,Holder,M,1961-10-10,1.0,0.0,Online
57679,Scott,Smith,M,1962-03-31,1.0,1.0,WalkIn
57657,Kenneth,Robinson,M,2003-10-19,0.0,1.0,WalkIn
57719,Ronald,Bradley,M,1955-09-19,0.0,1.0,WalkIn
57388,Nancy,Wallace,F,1970-06-13,0.0,0.0,Referral
57760,Lori,Taylor,F,1980-09-23,1.0,1.0,Social
57090,Brenda,Patel,F,2005-05-14,0.0,0.0,Referral
57023,Kevin,Martin,M,1956-12-25,0.0,0.0,Advertisement
57168,Kristen,Smith,F,1966-02-18,0.0,1.0,Newspaper
57732,Benjamin,Ramos,M,2002-11-26,0.0,1.0,WalkIn
57318,Michelle,Wyatt,F,1995-08-28,0.0,1.0,Social
57244,Taylor,White,F,1981-07-06,1.0,1.0,WalkIn
57740,Jeffrey,Wright,M,1970-06-28,1.0,1.0,Social
57380,Jermaine,Dodson,M,1973-05-22,0.0,0.0,WalkIn
57295,Andrew,Burton,M,2002-09-21,0.0,0.0,Social
57549,Kimberly,Perry,F,1982-07-28,1.0,1.0,Advertisement
57633,Amber,Lambert,F,1985-03-08,1.0,1.0,Social
57696,Todd,Henry,M,1999-03-28,1.0,0.0,Referral
57629,Jeffrey,Smith,M,2006-01-10,0.0,0.0,Newspaper
57261,Shannon,Wilson,F,2006-08-01,0.0,0.0,Social
57040,Jillian,Jones,F,1996-11-28,0.0,0.0,Referral
57684,Matthew,Ward,M,1956-02-03,1.0,1.0,Online
57725,Gregory,Estrada,M,2007-07-16,0.0,0.0,WalkIn
57744,Matthew,Rose,M,1995-01-12,0.0,0.0,Social
57463,Amy,Navarro,F,1981-07-02,0.0,0.0,Newspaper
57624,Jennifer,Long,F,1981-11-16,0.0,1.0,Online
57447,Cynthia,Bray,F,1994-01-21,0.0,0.0,Online
57735,Monique,Hatfield,F,1968-11-13,1.0,0.0,Newspaper
57080,Leah,Kelley,F,1995-01-30,1.0,1.0,Social
57692,Andrew,Boyle,M,1959-05-12,0.0,0.0,Social
57319,Michael,Gonzalez,M,1997-06-25,1.0,1.0,Advertisement
57178,Thomas,Le,M,1986-12-22,1.0,0.0,Advertisement
57248,Dawn,Nguyen,F,1986-12-13,0.0,0.0,WalkIn
57727,Carolyn,Lowe,F,1977-03-15,1.0,1.0,WalkIn
57765,Brooke,Davis,F,1995-06-02,1.0,1.0,Online
57103,Melissa,Norton,F,1989-03-14,0.0,0.0,WalkIn
57014,Clayton,Wilson,M,1962-01-29,0.0,0.0,WalkIn
57142,Jill,Shaw,F,1978-07-08,0.0,0.0,Social
57239,Cory,Fry,M,1972-02-14,0.0,0.0,Social
57059,Michael,Bradford,M,1976-11-05,0.0,0.0,Social
57320,Victoria,Ibarra,F,1999-02-20,0.0,1.0,WalkIn
57208,Eric,Pineda,M,1998-05-09,0.0,0.0,Referral
57061,Scott,Hill,M,1976-03-18,0.0,1.0,Online
57415,Gary,Moreno,M,1986-08-13,0.0,1.0,WalkIn
57379,Christopher,Castro,M,1993-03-09,0.0,1.0,Referral
57355,Eric,Morrison,M,1957-10-29,0.0,1.0,Online
57506,Julie,Hunter,F,1956-06-05,1.0,1.0,Social
57167,Gregory,Lee,M,1982-01-20,0.0,1.0,WalkIn
57606,Victoria,Adams,F,1968-04-23,0.0,0.0,Newspaper
57637,Joshua,Rodgers,X,2006-06-07,0.0,0.0,WalkIn
57272,Kayla,Carr,F,1972-07-28,0.0,1.0,Newspaper
57301,James,Short,M,1975-11-01,0.0,1.0,Online
57594,Brian,Blake,M,1986-02-03,0.0,1.0,Social
57574,Samuel,Rush,M,1997-11-03,0.0,0.0,Social
57636,Sydney,Parks,F,1994-04-05,1.0,1.0,Referral
57270,Tyler,Cohen,M,1967-12-04,0.0,1.0,WalkIn
57151,Michelle,Washington,F,1988-12-19,0.0,0.0,WalkIn
57094,Michelle,Hoffman,F,1971-09-09,0.0,0.0,Advertisement
57249,Emily,Bates,F,1977-12-04,0.0,0.0,Social
57414,Terry,Keller,F,1991-11-12,0.0,0.0,WalkIn
57580,Travis,Garcia,M,1974-06-05,0.0,1.0,Advertisement
57771,Donald,Sanchez,M,2004-01-04,1.0,1.0,Newspaper
57625,Maria,Jackson,F,1969-06-19,0.0,1.0,Online
57807,Rodney,Warren,M,1992-08-18,0.0,0.0,Referral
57812,Matthew,Wiggins,M,1990-11-23,0.0,1.0,WalkIn
57042,Katie,Miller,F,1956-02-10,0.0,1.0,Social
57453,Dawn,Harris,F,1992-09-09,0.0,0.0,WalkIn
57811,Amy,Mayo,F,1979-03-02,0.0,0.0,Advertisement
57416,Cody,Lara,M,1960-02-02,1.0,1.0,WalkIn
57183,Theresa,Johnson,F,1956-07-01,1.0,0.0,WalkIn
57374,Christian,Patterson,M,1956-01-18,0.0,1.0,Social
57311,Sheila,Hill,F,2005-11-23,0.0,1.0,WalkIn
57489,Brett,Boone,M,1997-10-20,0.0,0.0,Referral
57223,Laura,Erickson,F,1987-10-13,0.0,0.0,Advertisement
57165,Brianna,Lewis,F,1984-04-27,1.0,0.0,Online
57494,Kathryn,Hamilton,F,1961-04-09,0.0,0.0,Social
57021,Katie,Smith,F,1955-02-06,1.0,1.0,WalkIn
57013,Lisa,Gilbert,F,1972-09-29,0.0,0.0,Social
57315,Erica,Schmidt,F,1979-11-23,0.0,1.0,Social
57291,Julie,Nelson,F,1988-08-26,0.0,0.0,Social
57271,Lee,Williams,M,1964-01-20,0.0,1.0,Newspaper
57408,Samantha,Cooper,F,2004-08-30,0.0,0.0,Social
57252,Jerry,Martin,M,1995-01-28,0.0,0.0,Social
57435,David,Weber,M,1989-11-22,1.0,1.0,Online
57406,Melissa,Martin,F,2004-11-14,0.0,1.0,WalkIn
57384,Willie,Burke,M,1965-08-15,0.0,1.0,Social
57331,Tyler,Johnson,M,1958-01-07,0.0,0.0,Social
57583,Maria,Williams,F,2005-05-31,0.0,0.0,Newspaper
57650,John,Duncan,M,1978-02-06,0.0,0.0,Online
57404,Kimberly,Cox,F,1989-03-29,1.0,0.0,WalkIn
57034,Jeffrey,Wilson,M,1964-01-31,1.0,1.0,Social
57179,Julie,Hall,X,1996-07-19,1.0,1.0,Referral
57095,Linda,Griffin,F,1982-12-14,1.0,1.0,Online
57196,Jeremy,White,M,1976-02-09,0.0,0.0,Social
57609,Mary,Griffin,F,1958-05-27,0.0,0.0,Social
57393,Blake,Mathis,X,2005-03-31,0.0,0.0,Social
57321,Marie,Bailey,F,1995-04-20,1.0,1.0,Advertisement
57505,Alexander,Watson,M,1981-03-09,1.0,1.0,Social
57468,Rebecca,Farrell,F,1956-09-18,1.0,1.0,Online
57264,Christine,Edwards,F,1996-02-22,1.0,1.0,WalkIn
57565,Melissa,Brown,F,1965-02-01,1.0,1.0,WalkIn
57228,Wendy,Green,F,1989-11-13,0.0,1.0,Newspaper
57781,Joe,Simmons,M,1987-06-26,0.0,0.0,Social
57775,Madison,Banks,F,1978-11-28,0.0,1.0,WalkIn
57199,James,Stewart,M,1982-01-05,0.0,1.0,WalkIn
57214,Lisa,Smith,F,1998-02-13,1.0,0.0,Online
57258,Jeffrey,Harrison,M,1985-05-06,0.0,0.0,WalkIn
57587,Melissa,Weiss,F,1981-02-26,0.0,1.0,WalkIn
57212,Bradley,Kirby,M,1954-12-19,0.0,1.0,Advertisement
57386,Taylor,Watson,F,1998-05-08,1.0,1.0,WalkIn
57070,Mary,Keller,F,1978-10-04,1.0,1.0,Social
57299,Vanessa,Miller,F,2004-01-16,0.0,0.0,WalkIn
57128,Kimberly,Lopez,F,1973-03-24,1.0,1.0,Online
57235,Michael,Lang,M,1989-04-11,1.0,1.0,WalkIn
57184,Sonya,Hall,F,1994-10-13,0.0,0.0,WalkIn
57176,Christine,Reynolds,F,1975-05-27,1.0,0.0,Online
57120,Kerri,Fischer,F,1999-10-19,0.0,0.0,Advertisement
57336,Bailey,Gaines,F,1975-08-11,1.0,0.0,WalkIn
57548,Justin,Lucero,M,1970-10-26,0.0,0.0,Online
57532,Jacob,Hernandez,M,2005-11-20,0.0,0.0,WalkIn
57780,Michael,Zimmerman,M,1995-10-04,0.0,1.0,Online
57376,Sara,Gallegos,F,1985-04-26,0.0,0.0,WalkIn
57556,Rebecca,Perkins,F,1995-12-11,0.0,0.0,Referral
57403,Gordon,Tapia,M,1985-02-19,1.0,1.0,WalkIn
57110,Jennifer,Osborne,F,1974-02-18,0.0,1.0,Social
57523,Erin,Young,X,1972-06-21,0.0,0.0,Advertisement
57635,Ronald,Bennett,M,1996-01-25,0.0,0.0,WalkIn
57500,Brian,Fletcher,M,1988-03-03,0.0,0.0,Advertisement
57255,Casey,Pace,M,1965-07-02,0.0,0.0,WalkIn
57593,John,Smith,M,1985-11-16,0.0,0.0,Social
57804,Sharon,Paul,F,2005-11-06,1.0,1.0,Referral
57640,Andrew,Moore,M,1979-05-11,0.0,0.0,Social
57642,Emily,Davis,F,2002-03-18,0.0,1.0,WalkIn
57398,Jessica,Johnson,F,1972-08-23,0.0,0.0,WalkIn
57508,Daniel,Ayers,M,1974-02-21,1.0,1.0,Online
57632,William,Shannon,M,1985-03-09,1.0,1.0,Social
57651,Mark,Hutchinson,M,1978-04-14,1.0,0.0,Social
57086,Susan,Robinson,F,1991-10-03,0.0,0.0,Referral
57048,Kayla,Park,F,2000-06-04,0.0,0.0,WalkIn
57254,Amy,Turner,F,1999-09-13,1.0,1.0,Social
57473,Jason,Ramirez,M,1980-11-28,0.0,0.0,WalkIn
57281,Samantha,Harvey,F,1954-01-26,1.0,1.0,WalkIn
57063,Kevin,Williams,M,1992-09-25,1.0,1.0,Newspaper
57514,Rebecca,Arroyo,F,2000-01-21,0.0,1.0,WalkIn
57391,Todd,Vincent,M,2004-07-26,1.0,0.0,Newspaper
57260,Brendan,Carney,M,2005-11-20,0.0,1.0,Social
57627,Andrea,Davis,F,1966-02-11,0.0,1.0,Online
57603,David,Little,M,1965-06-08,0.0,0.0,Social
57623,Jason,Ward,M,2002-12-11,1.0,0.0,Advertisement
57060,Anna,Green,F,1999-05-09,1.0,0.0,Referral
57065,Eric,Jones,M,1962-12-26,1.0,1.0,WalkIn
57052,Lori,Schaefer,F,1961-02-16,0.0,1.0,WalkIn
57334,Frederick,Allen,M,1982-09-21,0.0,0.0,Referral
57602,Shelby,Anderson,F,1994-03-27,1.0,0.0,WalkIn
57119,Theresa,Willis,F,1963-06-20,0.0,0.0,Social
57784,Vanessa,Pierce,F,1969-06-26,1.0,1.0,Advertisement
57091,Brianna,Rush,F,1987-07-13,0.0,0.0,WalkIn
57600,Janet,Patterson,F,1961-05-05,1.0,1.0,Newspaper
57338,James,Sanchez,M,1985-04-23,0.0,0.0,Online
57432,Jessica,Johnson,F,2001-06-12,0.0,0.0,Social
57163,Sandra,Hoffman,F,1998-02-10,0.0,0.0,Newspaper
57803,William,Robinson,M,1997-06-20,0.0,1.0,Advertisement
57495,Leslie,Shah,F,1954-01-26,1.0,1.0,Referral
57093,Patricia,Castaneda,F,1981-04-30,0.0,0.0,Advertisement
57290,Steven,Schmidt,M,1954-09-20,1.0,1.0,WalkIn
57173,Eric,Garza,M,1984-06-29,0.0,1.0,Referral
57452,Hannah,Porter,F,1996-02-17,0.0,0.0,Social
57136,Gina,Petty,F,1976-12-14,0.0,0.0,Social
57428,Jimmy,Matthews,M,1956-04-29,0.0,1.0,Social
57219,Luke,Castro,M,1962-08-14,0.0,1.0,Advertisement
57526,Sharon,Duncan,F,2000-07-05,1.0,1.0,WalkIn
57033,Edward,Martinez,M,1998-01-20,1.0,1.0,WalkIn
57265,Terry,Coleman,M,1967-11-26,1.0,1.0,Social
57491,Joan,Phillips,F,2000-10-14,0.0,0.0,WalkIn
57385,Dennis,Rodriguez,M,1989-10-09,0.0,0.0,WalkIn
57446,Veronica,Peters,F,2005-12-10,1.0,0.0,Online
57160,Kaitlyn,Wiggins,F,2000-06-27,1.0,1.0,Social
57044,Andrea,Scott,F,2005-02-02,1.0,0.0,WalkIn
57443,Rachael,Martinez,F,1992-03-29,0.0,0.0,Social
57121,Samantha,Robertson,F,1985-10-07,0.0,0.0,Referral
57567,Wendy,Harvey,F,1986-03-17,1.0,0.0,WalkIn
57192,Gerald,Mitchell,M,1977-07-14,0.0,0.0,Social
57157,Breanna,Turner,F,1963-08-15,1.0,1.0,Advertisement
57796,Daniel,Wilson,M,1994-05-01,1.0,0.0,WalkIn
57174,Melissa,Martinez,F,1955-02-24,0.0,0.0,Referral
57794,Christopher,Lewis,M,1980-03-05,1.0,1.0,WalkIn
57082,Amanda,Ewing,F,1955-08-04,0.0,1.0,Social
57535,Jennifer,Pugh,F,1974-03-28,1.0,1.0,Newspaper
57062,James,Lewis,M,1960-03-14,1.0,1.0,WalkIn
57478,Anna,Rich,F,1988-09-22,0.0,0.0,WalkIn
